question,solution
viết hàm python thực hiện sắp xếp lựa chọn trên danh sách hoặc bộ dữ liệu hoặc chuỗi đã cho và trả về chuỗi được sắp xếp mới,"def selection_sort(list_to_be_sorted):
    sorted_list = list_to_be_sorted[:]
    for i in range(len(sorted_list)):
        new_min = sorted_list[i]
        new_min_old_place = i
        for j in range(i+1, len(sorted_list)):
            if new_min > sorted_list[j]:
                new_min = sorted_list[j]
                new_min_old_place = j
        old_val = sorted_list[i]
        sorted_list[i] = new_min
        sorted_list[new_min_old_place] = old_val
    return sorted_list


"
viết chương trình python yêu cầu đầu vào của người dùng và in đầu vào đã cho,"a = input(""User Input"")
print(a)


"
viết hàm python dịch chuyển và chia tỷ lệ tất cả các số trong danh sách đã cho theo giá trị trung bình và độ lệch chuẩn đã cho,"def shift_and_scale(list_of_nums, mean, std):
    return [ (x-mean) / std for x in list_of_nums ]


"
viết hàm python nhận danh sách các chuỗi và nén từng phần tử tương ứng từ danh sách thành một bộ dữ liệu và trả về danh sách các bộ dữ liệu đó,"def zip_(list_of_seq):
    return list(zip(*list_of_seq))


"
viết chương trình python yêu cầu người dùng đoán một số từ 1 đến 5 và đoán nó trong vòng 3 lần đoán,"print(""Please guess a number between 1 and 5 and I will guess within 3 chances!"")
guess1 = input(""Is it <= 3? enter y/n \n"")
if guess1 == ""y"":
    guess2 = input(""Is it <= 2? enter y/n \n"")
    if guess2 == ""y"":
        guess3 = input(""Is it 1? enter y/n \n"")
        if guess3 == ""y"":
            print(""Yay! found the number, its 1"")
        else:
            print(""Yay! found the number, its 2"")
    else:
        print(""Yay! found the number, its 3"")
else:
    guess2 = input(""Is it 4? enter y/n \n"")
    if guess2 == ""y"":
        print(""Yay! found the number, its 4"")
    else:
        print(""Yay! found the number, its 5"")


"
viết chương trình python để hợp nhất hai từ điển bằng cách thêm từ điển thứ hai vào từ điển đầu tiên,"a = {""a"": 1, ""b"": 3}
b = {""c"": 1, ""d"": 3}
a.update(b)


"
viết hàm python đảo ngược chuỗi đã cho,"def reverse_string(str_to_be_reversed):
    return str_to_be_reversed[::-1]


"
"viết chương trình python in ""Xin chào thế giới""","print(""Hello World"")


"
viết chương trình python có thể hoán đổi các giá trị biến,"a = 10
b = 15
a, b = b, a


"
viết chương trình python lặp qua từ điển và in các khóa và giá trị của nó,"a = {""a"":1, ""b"":2, ""c"":3, ""d"":4}
for k, v in a.items():
    print(k, v)


"
viết hàm python để in giá trị ASCII của một ký tự đã cho,"def print_ascii(char):
    print(ord(char))


"
viết hàm python nhận hai số và trả về HCF của chúng,"def hcf(num1, num2):
    smaller = num1 if num1 < num2 else num2
    for i in range(1, smaller+1):
        if (num1 % i == 0) and (num2 % i == 0):
            hcf = i
    return hcf


"
viết hàm python nhận hai số và trả về LCM của chúng,"def lcm(num1, num2):
    bigger = num1 if num1 > num2 else num2
    while True:
        if (bigger % num1 == 0) and (bigger % num2 == 0):
            break
        bigger += 1
    return bigger


"
"viết hàm python đệ quy tính tổng các số tự nhiên đến n, trong đó n là đối số","def recursive_sum(n):
    if n <= 1:
        return n
    else:
        return n + recursive_sum(n-1)


"
viết hàm python xóa phần tử cuối cùng của danh sách và trả về danh sách cũng như phần tử đã xóa,"def delete_last_element(list_to_be_processed):
    deleted_element = list_to_be_processed.pop()
    return list_to_be_processed, deleted_element


"
viết hàm python nhận danh sách và trả về danh sách chứa bình phương của các phần tử trong danh sách đầu vào,"def square_list_elements(list_to_be_squared):
    return list( map(lambda x: x**2, list_to_be_squared) )


"
"viết hàm python tìm căn bậc hai của một số cho trước, nếu căn bậc hai là số nguyên, nếu không thì trả về thông báo ""Lỗi - căn bậc hai không phải là số nguyên""","def find_integer_square_roots(num):
    found = False
    for k in range(1, (num//2)+1):
        if ((k**2)==num):
            found = True
            break
    if not found:
        return ""Error - the square root is not an integer""
    return -k, k


"
viết chương trình python in ra các số tự nhiên nhỏ hơn hoặc bằng số đã cho bằng vòng lặp while,"input_num = 27
while input_num:
    print(input_num)
    input_num -= 1


"
"viết hàm python nhận hai số. Hàm chia số đầu tiên cho số thứ hai và trả về kết quả. Hàm trả về Không, nếu số thứ hai là 0","def divide(num1, num2):
    if num2 == 0:
        return
    else:
        return num1 / num2


"
viết chương trình python sử dụng else với vòng lặp for,"seq = ""abcde""
for k in seq:
    if k == ""f"":
        break
else:
    print(""f Not Found!"")


"
viết hàm python đệ quy thực hiện sắp xếp hợp nhất trên danh sách hoặc bộ dữ liệu hoặc chuỗi đã cho và trả về chuỗi được sắp xếp mới,"def sort_and_merge(l1, l2):
    new_list = []
    i = 0
    j = 0
    l1_len = len(l1)
    l2_len = len(l2)
    while (i <= l1_len-1) and (j <= l2_len-1):
        if l1[i] < l2[j]:
            new_list.append(l1[i])
            i +=1
        else:
            new_list.append(l2[j])
            j +=1
    if i <= (l1_len-1):
        new_list += l1[i:]
    if j <= (l2_len-1):
        new_list += l2[j:]
    return new_list

def recursive_merge_sort(list_to_be_sorted):
    final_list = []
    first = 0
    last = len(list_to_be_sorted)
    if last <= 1:
        final_list.extend( list_to_be_sorted )
    else:
        mid = last // 2
        l1 = recursive_merge_sort( list_to_be_sorted[:mid] )
        l2 = recursive_merge_sort( list_to_be_sorted[mid:] )
        final_list.extend( sort_and_merge( l1, l2 ) )
    return final_list

"
Viết hàm trả về giá trị trung bình của các số trong danh sách,"def cal_mean(num_list:list)->float:
    if num_list:
        return sum(num_list)/len(num_list)
    else:
        return None

"
Viết hàm trả về số trung vị trong danh sách,"def cal_median(num_list:list)->float:
    if num_list:
        if len(num_list)%2 != 0:
            return sorted(num_list)[int(len(num_list)/2) - 1]
        else:
            return (sorted(num_list)[int(len(num_list)/2) - 1] + sorted(num_list)[int(len(num_list)/2)])/2
    else:
        return None

"
Viết hàm trả về diện tích tam giác theo công thức heros,"def cal_triangle_area(a:float,b:float,c:float)->float:
    if a or b or c:
        s = (a+b+c)/2
        if s>a and s>b and s>c:
            area = (s*(s-a)*(s-b)*(s-c))**(1/2)
            return round(area,2)
        else:
            return None
    return None

"
Viết hàm trả về diện tích tam giác đều,"def cal_eq_triangle_area(a:float)->float:
    if a:
        return (3**(1/2))*(a**2)/4
    else:
        return None

"
Viết hàm trả về diện tích tam giác vuông,"
def cal_rt_triangle_area(base:float,height:float)->float:
    if base and height:
        return (base*height)/2
    else:
        return None

"
Viết hàm trả về khoảng cách cartisian của một điểm từ điểm gốc,"def cal_dist_from_orign(x:float,y:float)->float:
    return (x**2+y**2)**(1/2)

"
Viết hàm trả về khoảng cách cartisian giữa hai điểm,"def cal_cart_distance(x1:float,y1:float,x2:float,y2:float)->float:
    return ((x1-x2)**2+(y1-y2)**2)**(1/2)

"
Viết hàm trả về kiểu nghiệm của phương trình bậc hai ax**2 + bx + c = 0,"def root_type(a:float,b:float,c:float):
    if b**2-4*a*c >= 0:
        return 'real'
    else:
        return 'imaginary'

"
Viết hàm trả về tổng các nghiệm của phương trình bậc hai ax**2 + bx + c = 0,"def sum_of_roots(a:float,c:float):
    if a:
        return c/a
    else:
        return None

"
Viết hàm trả về tích các nghiệm của phương trình bậc hai ax**2 + bx + c = 0,"def prod_of_roots(a:float,b:float):
    if a:
        return -b/a
    else:
        return None

"
"Viết hàm trả về số thực của các nghiệm của phương trình bậc hai, ngược lại return None ax**2 + bx + c = 0","def roots_of_qad_eq(a:float,b:float,c:float):
    d = b**2-4*a*c
    if d >= 0:
        return (-b+(d)**(1/2))/2*a,(-b-(d)**(1/2))/2*a
    else:
        return None

"
Viết hàm tính lãi lỗ dựa trên giá vốn và giá bán,"def find_profit_or_loss(cp,sp):
    if cp > sp:
        return 'loss', cp-sp
    elif cp < sp:
        return 'profit', sp-cp
    else:
        return 'no profit or loss', 0

"
Viết hàm trả về diện tích hình chữ nhật,"def cal_area_rect(length, breadth):
    return length*breadth

"
Viết hàm trả về diện tích hình vuông,"def cal_area_square(side):
    return side**2

"
Viết hàm trả về diện tích hình thoi có đường chéo q1 và q2,"def cal_area_rhombus(q1,q2):
    return (q1*q2)/2

"
Viết hàm tính diện tích hình thang có đáy a b và chiều cao h giữa các cạnh song song,"def cal_area_trapezium(a,b,h):
    return h*(a+b)/2

"
Viết hàm trả về diện tích hình tròn raidus r,"def cal_area_circle(r):
    pi = 3.14
    return pi*r**2

"
Viết hàm trả về chu vi hình tròn,"def cal_circumference(r):
    pi = 3.14
    return 2*pi*r

"
Viết hàm trả về chu vi hình chữ nhật,"def cal_perimeter_rect(length, bredth):
    return 2*(length+bredth)

"
Viết hàm trả về chu vi hình tam giác,"def cal_perimeter_triangle(s1,s2,s3):
    return s1+s2+s3

"
Viết hàm trả về chu vi hình vuông,"def cal_perimeter_square(side):
    return 4*side

"
Viết hàm trả về chu vi của một tam giác đều,"def cal_perimeter_eq_triangle(a):
    return 3*a

"
Viết hàm trả về chu vi của một tam giác cân,"def cal_perimeter_iso_triangle(s1,s2):
    return 2*s1+s2

"
Viết hàm trả về diện tích hình elip,"def cal_area_ellipse(minor, major):
    pi = 3.14
    return pi*(minor*major)

"
Viết hàm trả về diện tích xung quanh của hình trụ,"def cal_cylinder_lat_surf_area(height,radius):
    pi=3.14
    return 2*pi*radius*height

"
Viết hàm tính diện tích cong của hình nón,"def cal_cone_curved_surf_area(slant_height,radius):
    pi=3.14
    return pi*radius*slant_height

"
Viết hàm tính diện tích toàn phần của hình lập phương cạnh a,"def cal_surface_area_cube(a):
    return 6*(a**2)

"
"Viết hàm trả về tổng diện tích toàn phần của hình chữ nhật có chiều dài l, chiều rộng b và chiều cao h","def cal_surface_area_cuboid(l,b,h):
    return 2*(l*b+b*h+h*l)

"
Viết hàm trả về diện tích hình cầu,"def cal_area_sphere(radius):
    pi = 3.14
    return 4*pi*(radius**2)

"
Viết hàm trả về diện tích bề mặt của hình bán cầu,"def cal_area_hemisphere(radius):
    pi = 3.14
    return 2*pi*(radius**2)

"
Viết hàm tính diện tích toàn phần của hình trụ,"def cal_cylinder_surf_area(height,radius):
    pi=3.14
    return 2*pi*radius**2*+2*pi*radius*height

"
Viết hàm tính diện tích xung quanh của hình nón,"def cal_cone_lateral_surf_area(height,radius):
    pi=3.14
    return pi*radius*(((height**2)+(radius**2))**(1/2))

"
Viết hàm trả về thể tích hình trụ,"def cal_cylinder_volume(height, radius):
    pi=3.14
    return pi*(radius**2)*height

"
Viết hàm tính thể tích hình nón,"def cal_cone_volume(height,radius):
    pi=3.14
    return pi*(radius**2)*height/3

"
Viết hàm trả về thể tích của hình cầu,"def cal_hemisphere_volume(radius:float)->float:
    pi=3.14
    return (2/3)*pi*(radius**3)

"
Viết hàm trả về thể tích hình cầu,"def cal_sphere_volume(radius:float)->float:
    pi=3.14
    return (4/3)*pi*(radius**3)

"
Viết hàm trả về thể tích hình lập phương,"def cal_cuboid_volume(length:float, breadth:float, height:float)->float:
    return length*breadth*height

"
Viết hàm trả về thể tích hình lập phương,"def cal_cube_volume(side:float)->float:
    return side**3

"
Viết hàm trả về vận tốc của vật chuyển động dựa trên quãng đường đi được trong thời gian cho trước,"def cal_speed(distance:float,time:float)->float:
    return distance/time

"
Viết hàm trả về quãng đường mà một vật chuyển động đi được dựa trên chi phí và thời gian cho trước,"def cal_distance(time:float,speed:float)->float:
    return time*speed

"
